D,S,Exact Match,Hierarchy
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Gaulish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Irish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Manx
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Lessons_Online
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/News
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Singers
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Singing
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Singing/Events
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Singing/Songs
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Scottish_Gaelic/Translation_Services
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Welsh
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Afrikaans
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Danish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Dutch
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/American_Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/British_vs_American_Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Manual_Forms
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Manual_Forms/Cued_Speech
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Neologisms
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Old_English
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Organizations
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Slang
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Slang/Idioms
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Slang/Quizzes
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Directories
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Fanetiks
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Organizations
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Problems_in_Traditional_Spelling
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Shavian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Spel_Riet
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/English/Spelling_Reform/Web_Rings
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Faroese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Frisian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/German
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/German/Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/German/Grammar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Gothic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Icelandic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Low_Saxon
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Norse
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Norwegian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Scots
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Swedish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Swedish/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Germanic/Yiddish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek/Fonts_and_Software
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek/Grammars
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek/Koine
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek/Koine/Bible_Texts
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Hellenic/Classical_Greek/Texts
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Assamese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Bengali
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Bishnupriya_Manipuri
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Gujarati
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Hindi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Kashmiri
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Konkani
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Marathi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Oriya
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Pali
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Panjabi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Romani
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Sanskrit
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Sanskrit/Organisations
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Saraiki
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Sinhala
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Indo-Aryan/Urdu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Avestan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Kurdish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Ossetian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Pashto
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Persian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Sogdian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Indo-Iranian/Iranian/Tajiki
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Chats_and_Forums
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Grammars
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Software
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Teaching_and_Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Texts
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Texts/Ancient
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Texts/Medieval
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Texts/Modern
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Latin/Texts/Patristic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Algherese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Balearic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Organizations
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Catalan/Valencian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Conferences
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Francoprovençal
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Learning/Designed_for_Children
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Learning/Designed_for_Teachers
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Learning/Online_Lessons
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Scholarly_Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/French/Translation_Services
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Galician
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Italian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Italian/Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Italian/Dialects/Corsican
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Italian/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Ladino
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Occitan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Portuguese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Portuguese/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Romanian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Romansh
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Romansh/Friulian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Romansh/Ladin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Sardinian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Spanish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Spanish/Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Spanish/Dialects/Asturian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Spanish/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Italic/Romance/Spanish/Translation_Services
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Proto-Indo-European
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Belarusan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Bulgarian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Conferences
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Czech
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Kashubian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Macedonian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Old_Church_Slavonic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Polish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Russian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Serbo-Croatian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Slovak
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Slovenian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Sorbian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Slavic/Ukrainian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Tocharian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Cayuga
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Mingo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Mohawk
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Oneida
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Onondaga
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Seneca
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Tsalagi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Tuscarora
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Iroquoian/Wyandot
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/J
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Japanese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Japanese/Dialects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Japanese/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Japanese/Resources
Resources,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Japanese/Resources
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Jivaroan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Jivaroan/Achuar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Jivaroan/Aguaruna
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Jivaroan/Shuar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/K
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Korean
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/L
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Languages_of_Africa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Languages_of_Eurasia
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Languages_of_the_Americas
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Languages_of_the_Middle_East
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/M
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Cakchiquel
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Ch'ol
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Chontal
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Itzaj
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Quiche
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Tzeltal
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Tzotzil
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Mayan/Yucatec
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Misumalpan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Alabama
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Chickasaw
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Choctaw
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Koasati
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Miccosukee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Muskogean/Muskogee-Creek
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/N
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Ahtna
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Apache
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Carrier
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Dene
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Diné
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Tanana
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Na-Dene/Tsekani
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Adamawa-Ubangi_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Akan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Bambara
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Bamileke
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Dyula
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Ewe
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Igbo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Kom
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Kordofanian_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Kru_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Kwa_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Lingala
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Luganda
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Mandinka
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Minor_Benue-Congo_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Moore_and_other_Gur_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Ndebele
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Pulaar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Rwanda-Rundi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Shona
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Swahili
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Wolof
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Niger-Kordofanian/Yoruba
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Nilo-Saharan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Nilo-Saharan/Zarma
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/O
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean/Amuzgo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean/Matlatzinca
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean/Mazatec
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean/Tlahuica
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Oto-Manguean/Zapotec
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/P
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan/East_Papuan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan/Sepik-Ramu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan/Torricelli
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan/Trans-New_Guinea
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Papuan/West_Papuan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Penutian
